Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food
2, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, CIVILIZATION_JAPAN, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0
3, CIVILIZATION_HUNGARY, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 17, 0, 2, 1, 6, 0, 7, 4
3, CIVILIZATION_MACEDON, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 17, 0, 2, 1, 6, 0, 6, 4
3, CIVILIZATION_MONGOLIA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 17, 0, 2, 1, 6, 0, 6, 4
3, CIVILIZATION_AUCKLAND, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4
3, CIVILIZATION_CAHOKIA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4
3, CIVILIZATION_RAPA_NUI, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 17, 0, 2, 1, 6, 0, 2, 5
3, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, CIVILIZATION_JAPAN, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 10, 0, 2, 1, 5, 0, 5, 4
4, CIVILIZATION_HUNGARY, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 23, 0, 2, 2, 6, 0, 7, 4
4, CIVILIZATION_MACEDON, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 23, 0, 2, 1, 6, 0, 6, 4
4, CIVILIZATION_MONGOLIA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 43, 0, 2, 1, 6, 0, 6, 4
4, CIVILIZATION_AUCKLAND, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4
4, CIVILIZATION_CAHOKIA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4
4, CIVILIZATION_RAPA_NUI, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 23, 0, 2, 1, 6, 0, 2, 5
4, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4, CIVILIZATION_JAPAN, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 5, 4
5, CIVILIZATION_HUNGARY, 1, 1, 0, 0, 2, 0, 0, 0, 8, 0, 29, 0, 2, 2, 6, 0, 7, 4
5, CIVILIZATION_MACEDON, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 29, 0, 2, 1, 6, 0, 6, 4
5, CIVILIZATION_MONGOLIA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 49, 0, 2, 1, 6, 0, 6, 4
5, CIVILIZATION_AUCKLAND, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 2, 4
5, CIVILIZATION_CAHOKIA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 2, 4
5, CIVILIZATION_RAPA_NUI, 1, 2, 0, 0, 2, 0, 0, 0, 7, 0, 29, 0, 3, 1, 6, 0, 2, 7
5, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5, CIVILIZATION_JAPAN, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 5, 4
6, CIVILIZATION_HUNGARY, 1, 2, 1, 1, 2, 0, 0, 0, 8, 0, 35, 2, 3, 2, 7, 2, 8, 6
6, CIVILIZATION_MACEDON, 1, 2, 1, 0, 1, 0, 0, 0, 8, 0, 35, 0, 3, 1, 6, 0, 8, 6
6, CIVILIZATION_MONGOLIA, 1, 2, 1, 0, 2, 0, 0, 0, 8, 0, 55, 0, 3, 1, 6, 0, 8, 6
6, CIVILIZATION_AUCKLAND, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 30, 0, 3, 1, 5, 0, 2, 6
6, CIVILIZATION_CAHOKIA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 30, 0, 3, 1, 5, 0, 2, 7
6, CIVILIZATION_RAPA_NUI, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 35, 0, 3, 1, 6, 0, 2, 7
6, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6, CIVILIZATION_JAPAN, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 5, 4
7, CIVILIZATION_HUNGARY, 1, 2, 1, 1, 2, 0, 0, 0, 8, 0, 42, 4, 3, 2, 7, 2, 8, 6
7, CIVILIZATION_MACEDON, 1, 2, 1, 0, 1, 0, 0, 0, 8, 0, 41, 0, 3, 1, 6, 0, 8, 6
7, CIVILIZATION_MONGOLIA, 1, 2, 1, 0, 2, 0, 0, 0, 8, 0, 61, 0, 3, 1, 6, 0, 8, 6
7, CIVILIZATION_AUCKLAND, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 35, 0, 3, 1, 5, 0, 2, 6
7, CIVILIZATION_CAHOKIA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 38, 0, 3, 1, 8, 0, 2, 6
7, CIVILIZATION_RAPA_NUI, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 41, 0, 3, 1, 6, 0, 2, 7
7, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, CIVILIZATION_JAPAN, 1, 2, 1, 0, 2, 0, 0, 0, 8, 0, 30, 0, 3, 1, 5, 0, 7, 6
8, CIVILIZATION_HUNGARY, 1, 2, 1, 1, 3, 0, 0, 0, 8, 1, 49, 6, 3, 2, 7, 2, 8, 6
8, CIVILIZATION_MACEDON, 1, 2, 1, 1, 1, 0, 0, 0, 8, 0, 47, 0, 3, 1, 6, 0, 9, 6
8, CIVILIZATION_MONGOLIA, 1, 2, 1, 1, 2, 0, 0, 0, 8, 0, 67, 0, 3, 1, 6, 0, 9, 6
8, CIVILIZATION_AUCKLAND, 1, 2, 1, 1, 2, 0, 0, 0, 7, 1, 40, 0, 3, 1, 5, 0, 2, 7
8, CIVILIZATION_CAHOKIA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 46, 0, 3, 1, 8, 0, 2, 6
8, CIVILIZATION_RAPA_NUI, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 47, 0, 3, 1, 6, 0, 2, 7
8, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8, CIVILIZATION_JAPAN, 1, 2, 1, 0, 2, 0, 0, 0, 8, 0, 55, 0, 3, 1, 5, 0, 7, 6
9, CIVILIZATION_HUNGARY, 1, 2, 1, 1, 3, 0, 0, 0, 9, 1, 56, 8, 3, 2, 7, 2, 8, 6
9, CIVILIZATION_MACEDON, 1, 3, 2, 1, 1, 0, 0, 0, 8, 0, 53, 0, 3, 2, 6, 0, 12, 8
9, CIVILIZATION_MONGOLIA, 1, 2, 1, 1, 2, 0, 0, 0, 8, 0, 73, 0, 3, 1, 6, 0, 9, 6
9, CIVILIZATION_AUCKLAND, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 45, 0, 3, 1, 5, 0, 2, 8
9, CIVILIZATION_CAHOKIA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 54, 0, 3, 1, 8, 0, 2, 6
9, CIVILIZATION_RAPA_NUI, 1, 3, 1, 1, 2, 0, 0, 0, 7, 0, 54, 0, 3, 1, 7, 0, 2, 9
9, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9, CIVILIZATION_JAPAN, 1, 2, 1, 0, 2, 0, 0, 0, 8, 0, 60, 0, 3, 1, 5, 0, 7, 6
10, CIVILIZATION_HUNGARY, 1, 2, 2, 1, 3, 0, 0, 0, 9, 2, 63, 10, 3, 2, 7, 2, 8, 6
10, CIVILIZATION_MACEDON, 1, 3, 2, 1, 1, 0, 0, 0, 8, 0, 59, 0, 3, 2, 6, 0, 12, 8
10, CIVILIZATION_MONGOLIA, 1, 2, 2, 1, 2, 0, 0, 0, 8, 0, 81, 0, 3, 1, 8, 0, 9, 6
10, CIVILIZATION_AUCKLAND, 1, 3, 1, 1, 2, 0, 0, 0, 7, 2, 51, 0, 3, 1, 6, 0, 2, 9
10, CIVILIZATION_CAHOKIA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 62, 0, 3, 1, 8, 0, 2, 6
10, CIVILIZATION_RAPA_NUI, 1, 3, 1, 1, 3, 0, 0, 0, 7, 0, 61, 0, 3, 1, 7, 0, 2, 9
10, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10, CIVILIZATION_JAPAN, 1, 2, 1, 1, 2, 0, 0, 0, 8, 0, 65, 0, 3, 1, 5, 0, 7, 6
11, CIVILIZATION_HUNGARY, 1, 2, 2, 1, 3, 0, 0, 0, 9, 2, 70, 12, 3, 4, 7, 2, 8, 6
11, CIVILIZATION_MACEDON, 1, 3, 2, 1, 1, 0, 0, 0, 9, 0, 65, 0, 3, 4, 6, 0, 12, 8
11, CIVILIZATION_MONGOLIA, 1, 2, 2, 1, 2, 0, 0, 0, 8, 0, 89, 0, 3, 1, 8, 0, 9, 6
11, CIVILIZATION_AUCKLAND, 1, 3, 1, 1, 3, 0, 0, 0, 7, 2, 57, 0, 3, 1, 6, 0, 2, 9
11, CIVILIZATION_CAHOKIA, 1, 3, 1, 1, 2, 0, 0, 0, 7, 2, 70, 0, 3, 1, 8, 0, 2, 9
11, CIVILIZATION_RAPA_NUI, 1, 3, 1, 1, 3, 0, 0, 0, 7, 0, 68, 0, 3, 1, 7, 0, 2, 9
11, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11, CIVILIZATION_JAPAN, 1, 2, 1, 1, 2, 0, 0, 0, 8, 0, 70, 0, 3, 1, 5, 0, 8, 6
12, CIVILIZATION_HUNGARY, 1, 3, 2, 2, 3, 0, 0, 0, 9, 2, 78, 15, 3, 5, 7, 2, 9, 9
12, CIVILIZATION_MACEDON, 1, 3, 2, 1, 2, 0, 0, 0, 9, 0, 71, 0, 3, 4, 6, 0, 12, 8
12, CIVILIZATION_MONGOLIA, 1, 3, 2, 1, 3, 0, 0, 0, 9, 0, 33, 0, 3, 4, 8, 0, 10, 9
12, CIVILIZATION_AUCKLAND, 1, 3, 1, 1, 3, 0, 0, 0, 7, 2, 63, 0, 3, 1, 6, 0, 2, 9
12, CIVILIZATION_CAHOKIA, 1, 3, 1, 1, 2, 0, 0, 0, 7, 2, 78, 0, 3, 1, 8, 0, 2, 9
12, CIVILIZATION_RAPA_NUI, 1, 3, 1, 1, 3, 0, 0, 0, 7, 0, 75, 0, 3, 1, 7, 0, 2, 9
12, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12, CIVILIZATION_JAPAN, 1, 2, 2, 1, 2, 0, 0, 0, 8, 0, 75, 0, 3, 1, 5, 0, 8, 6
13, CIVILIZATION_HUNGARY, 1, 3, 2, 2, 6, 0, 0, 0, 10, 3, 85, 5, 3, 5, 7, 2, 10, 9
13, CIVILIZATION_MACEDON, 1, 3, 2, 1, 2, 0, 0, 0, 9, 0, 77, 0, 3, 4, 6, 0, 12, 8
13, CIVILIZATION_MONGOLIA, 1, 3, 2, 1, 3, 0, 0, 0, 9, 0, 41, 0, 3, 4, 8, 0, 10, 9
13, CIVILIZATION_AUCKLAND, 1, 3, 2, 1, 3, 0, 0, 0, 7, 2, 69, 0, 3, 1, 6, 0, 2, 9
13, CIVILIZATION_CAHOKIA, 1, 3, 1, 1, 2, 0, 0, 0, 7, 2, 86, 0, 3, 1, 8, 0, 2, 9
13, CIVILIZATION_RAPA_NUI, 1, 3, 2, 1, 3, 0, 0, 0, 7, 0, 82, 0, 3, 1, 7, 0, 2, 9
13, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13, CIVILIZATION_JAPAN, 1, 2, 2, 1, 2, 0, 0, 0, 9, 0, 83, 0, 3, 1, 8, 0, 7, 6
14, CIVILIZATION_HUNGARY, 1, 3, 3, 2, 6, 0, 0, 0, 10, 3, 92, 17, 3, 5, 7, 2, 10, 9
14, CIVILIZATION_MACEDON, 1, 4, 2, 2, 2, 0, 0, 0, 9, 0, 84, 0, 4, 4, 7, 0, 13, 10
14, CIVILIZATION_MONGOLIA, 1, 3, 2, 1, 3, 0, 0, 0, 9, 0, 49, 0, 3, 4, 8, 0, 10, 9
14, CIVILIZATION_AUCKLAND, 1, 3, 3, 2, 3, 0, 0, 0, 7, 2, 75, 0, 3, 1, 6, 0, 2, 9
14, CIVILIZATION_CAHOKIA, 1, 3, 2, 2, 2, 0, 0, 0, 7, 3, 97, 0, 3, 1, 11, 0, 2, 8
14, CIVILIZATION_RAPA_NUI, 1, 3, 3, 2, 3, 0, 0, 0, 7, 0, 89, 0, 3, 1, 7, 0, 2, 9
14, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14, CIVILIZATION_JAPAN, 1, 2, 2, 1, 2, 0, 0, 0, 9, 0, 91, 0, 3, 1, 8, 0, 7, 6
15, CIVILIZATION_HUNGARY, 1, 3, 3, 2, 7, 0, 0, 0, 10, 3, 34, 19, 3, 5, 7, 2, 10, 9
15, CIVILIZATION_MACEDON, 1, 4, 2, 2, 3, 0, 0, 0, 10, 0, 90, 0, 4, 4, 6, 0, 14, 10
15, CIVILIZATION_MONGOLIA, 1, 3, 2, 2, 3, 0, 0, 0, 10, 0, 33, 0, 3, 4, 8, 0, 10, 9
15, CIVILIZATION_AUCKLAND, 1, 3, 3, 2, 3, 0, 0, 0, 7, 2, 81, 0, 3, 1, 6, 0, 2, 9
15, CIVILIZATION_CAHOKIA, 1, 3, 3, 2, 2, 0, 0, 0, 7, 3, 108, 0, 3, 1, 11, 0, 2, 8
15, CIVILIZATION_RAPA_NUI, 1, 3, 3, 2, 3, 0, 0, 0, 7, 0, 96, 0, 3, 1, 7, 0, 2, 9
15, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
15, CIVILIZATION_JAPAN, 2, 3, 2, 1, 2, 0, 0, 0, 16, 0, 99, 2, 3, 1, 8, 2, 10, 10
16, CIVILIZATION_HUNGARY, 1, 3, 3, 3, 7, 0, 0, 0, 10, 3, 41, 21, 3, 5, 7, 2, 10, 9
16, CIVILIZATION_MACEDON, 1, 4, 3, 2, 3, 0, 0, 0, 10, 1, 96, 0, 4, 4, 6, 0, 15, 10
16, CIVILIZATION_MONGOLIA, 1, 3, 3, 2, 3, 0, 0, 0, 11, 1, 41, 0, 3, 4, 8, 0, 12, 9
16, CIVILIZATION_AUCKLAND, 1, 4, 4, 2, 3, 0, 0, 0, 7, 2, 88, 0, 4, 2, 7, 0, 2, 10
16, CIVILIZATION_CAHOKIA, 1, 3, 3, 2, 3, 0, 0, 0, 7, 3, 39, 0, 3, 1, 11, 0, 2, 8
16, CIVILIZATION_RAPA_NUI, 1, 3, 4, 2, 3, 0, 0, 0, 7, 0, 103, 0, 3, 1, 7, 0, 2, 9
16, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16, CIVILIZATION_JAPAN, 2, 4, 2, 1, 2, 0, 0, 0, 16, 0, 107, 4, 4, 2, 8, 2, 12, 12
17, CIVILIZATION_HUNGARY, 1, 4, 3, 3, 7, 0, 0, 0, 10, 4, 49, 23, 4, 5, 7, 2, 12, 12
17, CIVILIZATION_MACEDON, 1, 4, 3, 2, 4, 0, 0, 0, 10, 1, 71, 0, 4, 4, 6, 0, 15, 10
17, CIVILIZATION_MONGOLIA, 1, 4, 3, 2, 3, 0, 0, 0, 11, 1, 50, 0, 4, 4, 8, 0, 13, 12
17, CIVILIZATION_AUCKLAND, 1, 4, 4, 2, 3, 0, 0, 0, 7, 2, 95, 0, 4, 2, 7, 0, 2, 10
17, CIVILIZATION_CAHOKIA, 1, 3, 4, 2, 3, 0, 0, 0, 7, 3, 50, 0, 3, 1, 11, 0, 2, 8
17, CIVILIZATION_RAPA_NUI, 1, 3, 4, 2, 3, 0, 0, 0, 7, 0, 110, 0, 3, 1, 7, 0, 2, 9
17, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
17, CIVILIZATION_JAPAN, 2, 4, 3, 1, 2, 0, 0, 0, 16, 0, 115, 6, 4, 2, 8, 2, 12, 12
18, CIVILIZATION_HUNGARY, 1, 4, 3, 3, 7, 0, 0, 0, 11, 4, 56, 26, 4, 5, 7, 2, 13, 11
18, CIVILIZATION_MACEDON, 1, 4, 3, 2, 4, 0, 0, 0, 10, 1, 76, 0, 4, 4, 6, 0, 15, 11
18, CIVILIZATION_MONGOLIA, 1, 4, 3, 2, 3, 0, 0, 0, 11, 1, 58, 0, 4, 4, 8, 0, 13, 12
18, CIVILIZATION_AUCKLAND, 1, 4, 4, 2, 3, 0, 0, 0, 7, 2, 102, 0, 4, 2, 7, 0, 2, 10
18, CIVILIZATION_CAHOKIA, 1, 4, 5, 2, 3, 0, 0, 0, 7, 3, 61, 0, 4, 4, 11, 0, 2, 11
18, CIVILIZATION_RAPA_NUI, 1, 3, 4, 2, 3, 0, 0, 0, 7, 0, 117, 0, 3, 1, 7, 0, 2, 9
18, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18, CIVILIZATION_JAPAN, 2, 4, 3, 1, 2, 0, 0, 0, 16, 0, 123, 8, 4, 2, 8, 2, 12, 12
19, CIVILIZATION_HUNGARY, 1, 3, 3, 3, 7, 0, 0, 0, 11, 4, 63, 28, 3, 5, 7, 2, 13, 8
19, CIVILIZATION_MACEDON, 1, 4, 3, 2, 4, 0, 0, 0, 10, 1, 81, 0, 4, 4, 6, 0, 15, 11
19, CIVILIZATION_MONGOLIA, 1, 4, 3, 3, 3, 0, 0, 0, 11, 1, 35, 0, 4, 4, 8, 0, 13, 12
19, CIVILIZATION_AUCKLAND, 1, 4, 5, 2, 3, 0, 0, 0, 7, 2, 109, 0, 4, 2, 7, 0, 2, 10
19, CIVILIZATION_CAHOKIA, 1, 4, 5, 2, 3, 0, 0, 0, 7, 3, 72, 0, 4, 4, 11, 0, 2, 11
19, CIVILIZATION_RAPA_NUI, 1, 4, 5, 2, 3, 0, 0, 0, 7, 0, 125, 0, 4, 2, 8, 0, 2, 10
19, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19, CIVILIZATION_JAPAN, 2, 5, 3, 1, 2, 0, 0, 0, 16, 0, 131, 11, 4, 2, 8, 3, 13, 14
20, CIVILIZATION_HUNGARY, 1, 3, 4, 3, 7, 0, 0, 0, 11, 4, 70, 30, 3, 5, 7, 2, 13, 8
20, CIVILIZATION_MACEDON, 1, 4, 3, 3, 4, 0, 0, 0, 10, 1, 86, 0, 4, 4, 6, 0, 15, 11
20, CIVILIZATION_MONGOLIA, 1, 3, 3, 3, 3, 0, 0, 0, 11, 1, 43, 0, 3, 4, 8, 0, 12, 10
20, CIVILIZATION_AUCKLAND, 1, 4, 5, 2, 3, 0, 0, 0, 7, 2, 116, 0, 4, 2, 7, 0, 2, 10
20, CIVILIZATION_CAHOKIA, 1, 4, 5, 2, 3, 0, 0, 0, 7, 3, 83, 0, 4, 4, 11, 0, 2, 11
20, CIVILIZATION_RAPA_NUI, 1, 4, 5, 2, 3, 0, 0, 0, 8, 0, 133, 0, 5, 2, 8, 0, 2, 12
20, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20, CIVILIZATION_JAPAN, 2, 4, 3, 2, 2, 0, 0, 0, 16, 0, 39, 14, 4, 2, 8, 3, 11, 12
21, CIVILIZATION_HUNGARY, 1, 3, 4, 4, 7, 0, 0, 0, 11, 3, 76, 33, 3, 5, 7, 3, 10, 8
21, CIVILIZATION_MACEDON, 1, 4, 3, 3, 4, 0, 0, 0, 11, 1, 91, 0, 4, 4, 6, 0, 15, 11
21, CIVILIZATION_MONGOLIA, 1, 4, 3, 3, 3, 0, 0, 0, 11, 1, 50, 0, 4, 4, 8, 0, 13, 12
21, CIVILIZATION_AUCKLAND, 1, 4, 5, 2, 3, 0, 0, 0, 7, 2, 123, 0, 4, 2, 7, 0, 2, 10
21, CIVILIZATION_CAHOKIA, 1, 4, 5, 2, 3, 0, 0, 0, 7, 3, 94, 0, 4, 4, 11, 0, 2, 11
21, CIVILIZATION_RAPA_NUI, 1, 4, 5, 2, 3, 0, 0, 0, 8, 1, 141, 0, 5, 2, 8, 0, 2, 13
21, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21, CIVILIZATION_JAPAN, 2, 4, 3, 2, 2, 0, 0, 0, 16, 1, 44, 17, 4, 2, 5, 3, 13, 12
22, CIVILIZATION_HUNGARY, 1, 3, 4, 4, 7, 0, 0, 0, 11, 3, 83, 36, 3, 5, 7, 3, 10, 8
22, CIVILIZATION_MACEDON, 1, 4, 3, 3, 5, 0, 0, 0, 11, 1, 95, 0, 4, 4, 6, 0, 15, 11
22, CIVILIZATION_MONGOLIA, 1, 4, 3, 3, 4, 0, 0, 0, 12, 1, 57, 0, 4, 4, 8, 0, 14, 12
22, CIVILIZATION_AUCKLAND, 1, 4, 5, 2, 3, 0, 0, 0, 7, 1, 130, 0, 4, 2, 7, 0, 2, 9
22, CIVILIZATION_CAHOKIA, 1, 4, 5, 3, 3, 0, 0, 0, 7, 4, 107, 0, 4, 4, 13, 0, 2, 11
22, CIVILIZATION_RAPA_NUI, 1, 4, 5, 2, 4, 0, 0, 0, 8, 1, 148, 0, 5, 2, 8, 0, 2, 13
22, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22, CIVILIZATION_JAPAN, 2, 5, 4, 2, 2, 0, 0, 0, 16, 1, 52, 8, 4, 2, 8, 3, 14, 14
23, CIVILIZATION_HUNGARY, 1, 3, 4, 4, 7, 0, 0, 0, 11, 3, 89, 40, 3, 5, 7, 3, 10, 8
23, CIVILIZATION_MACEDON, 1, 4, 3, 3, 5, 0, 0, 0, 11, 1, 99, 0, 4, 4, 6, 0, 15, 11
23, CIVILIZATION_MONGOLIA, 1, 4, 3, 3, 4, 0, 0, 0, 12, 1, 63, 0, 4, 4, 8, 0, 14, 12
23, CIVILIZATION_AUCKLAND, 1, 4, 5, 2, 3, 0, 0, 0, 7, 2, 137, 0, 4, 2, 7, 0, 2, 10
23, CIVILIZATION_CAHOKIA, 1, 4, 5, 3, 3, 0, 0, 0, 7, 2, 117, 0, 4, 4, 10, 0, 3, 10
23, CIVILIZATION_RAPA_NUI, 1, 4, 5, 2, 4, 0, 0, 0, 8, 1, 155, 0, 5, 2, 8, 0, 2, 13
23, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23, CIVILIZATION_JAPAN, 2, 5, 4, 2, 2, 0, 0, 0, 17, 3, 58, 11, 4, 2, 6, 3, 16, 15
24, CIVILIZATION_HUNGARY, 1, 4, 5, 4, 7, 0, 0, 0, 12, 3, 23, 43, 4, 5, 10, 3, 13, 11
24, CIVILIZATION_MACEDON, 1, 4, 3, 3, 6, 0, 0, 0, 12, 1, 72, 0, 4, 4, 6, 0, 15, 11
24, CIVILIZATION_MONGOLIA, 2, 5, 3, 3, 4, 0, 0, 0, 19, 1, 64, 0, 4, 4, 13, 0, 16, 18
24, CIVILIZATION_AUCKLAND, 1, 4, 5, 2, 3, 0, 0, 0, 7, 2, 144, 0, 4, 2, 7, 0, 2, 10
24, CIVILIZATION_CAHOKIA, 1, 4, 6, 3, 3, 0, 0, 0, 7, 3, 125, 0, 4, 4, 8, 0, 3, 11
24, CIVILIZATION_RAPA_NUI, 1, 4, 5, 2, 5, 0, 0, 0, 8, 1, 41, 0, 5, 2, 8, 0, 2, 13
